sirka,delka,nadmorska_vyska,max_teplota,extremni_srazky
49.6,12.1,434.0,22.0,0
49.6,12.1,434.0,7.2,0
49.6,12.1,434.0,18.8,0
49.6,12.1,434.0,16.9,0
49.6,12.1,434.0,24.5,0
49.6,12.1,434.0,22.1,0
49.6,12.1,434.0,24.7,0
49.6,12.1,434.0,21.3,0
49.6,12.1,434.0,12.4,1
49.6,12.1,434.0,17.2,0
49.6,12.1,434.0,3.2,0
49.6,12.1,434.0,5.4,1
49.6,12.1,434.0,4.0,0
49.6,12.6,503.0,-0.7,0
49.6,12.6,503.0,7.4,0
49.6,12.6,503.0,8.6,1
49.6,12.6,503.0,10.2,0
49.6,12.6,503.0,10.5,0
49.6,12.6,503.0,17.5,0
49.6,12.6,503.0,20.6,0
49.6,12.6,503.0,24.4,0
49.6,12.6,503.0,22.8,0
49.6,12.6,503.0,27.9,0
49.6,12.6,503.0,24.5,0
49.6,12.6,503.0,23.7,0
49.6,12.6,503.0,11.9,0
49.6,12.6,503.0,1.5,0
49.6,12.6,503.0,4.2,0
49.6,12.6,503.0,5.2,1
49.6,12.6,503.0,6.3,1
49.6,12.6,503.0,-3.1,0
49.6,12.6,503.0,6.3,0
49.6,12.6,503.0,8.1,1
49.6,12.6,503.0,8.4,1
49.6,12.6,503.0,7.6,0
49.6,12.6,503.0,20.2,0
49.6,12.6,503.0,6.9,0
49.6,12.6,503.0,17.5,0
49.6,12.6,503.0,15.2,0
49.6,12.6,503.0,23.6,0
49.6,12.6,503.0,21.5,0
49.6,12.6,503.0,22.8,0
49.6,12.6,503.0,19.3,0
49.6,12.6,503.0,10.7,1
49.6,12.6,503.0,13.2,0
49.6,12.6,503.0,3.3,0
49.6,12.6,503.0,4.0,1
49.6,12.6,503.0,3.0,0
49.6,13.1,356.0,1.4,0
49.6,13.1,356.0,9.7,0
49.6,13.1,356.0,6.7,0
49.6,13.1,356.0,12.9,0
49.6,13.1,356.0,21.5,0
49.6,13.1,356.0,20.4,0
49.6,13.1,356.0,23.9,0
49.6,13.1,356.0,26.8,0
49.6,13.1,356.0,26.2,0
49.6,13.1,356.0,26.3,0
49.6,13.1,356.0,24.5,0
49.6,13.1,356.0,10.9,0
49.6,13.1,356.0,8.8,0
49.6,13.1,356.0,5.8,0
49.6,13.1,356.0,6.5,1
49.6,13.1,356.0,7.3,1
49.6,13.1,356.0,-0.1,0
49.6,13.1,356.0,7.4,0
49.6,13.1,356.0,10.6,0
49.6,13.1,356.0,18.0,0
49.6,13.1,356.0,5.6,0
49.6,13.1,356.0,20.0,0
49.6,13.1,356.0,20.2,1
49.6,13.1,356.0,14.9,0
49.6,13.1,356.0,28.4,0
49.6,13.1,356.0,30.4,0
49.6,13.1,356.0,22.9,0
49.6,13.1,356.0,9.1,1
49.6,13.1,356.0,20.1,0
49.6,13.1,356.0,11.8,1
49.6,13.1,356.0,14.4,0
49.6,13.1,356.0,2.9,0
49.6,13.1,356.0,3.2,0
49.6,13.1,356.0,0.7,0
49.6,13.6,483.0,0.6,0
49.6,13.6,483.0,7.7,0
49.6,13.6,483.0,5.9,0
49.6,13.6,483.0,12.2,0
49.6,13.6,483.0,21.3,0
49.6,13.6,483.0,19.9,0
49.6,13.6,483.0,28.9,1
49.6,13.6,483.0,24.5,0
49.6,13.6,483.0,23.6,0
49.6,13.6,483.0,17.8,1
49.6,13.6,483.0,30.2,0
49.6,13.6,483.0,16.0,1
49.6,13.6,483.0,26.4,0
49.6,13.6,483.0,15.8,0
49.6,13.6,483.0,17.5,0
49.6,13.6,483.0,6.4,0
49.6,13.6,483.0,5.8,0
49.6,13.6,483.0,6.1,1
49.6,13.6,483.0,0.2,0
49.6,13.6,483.0,9.1,0
49.6,13.6,483.0,10.9,0
49.6,13.6,483.0,18.5,0
49.6,13.6,483.0,7.2,0
49.6,13.6,483.0,16.2,0
49.6,13.6,483.0,16.4,0
49.6,13.6,483.0,17.2,0
49.6,13.6,483.0,28.0,0
49.6,13.6,483.0,24.5,1
49.6,13.6,483.0,24.2,0
49.6,13.6,483.0,8.3,1
49.6,13.6,483.0,11.4,1
49.6,13.6,483.0,14.4,1
49.6,13.6,483.0,17.2,0
49.6,13.6,483.0,16.5,0
49.6,13.6,483.0,2.0,0
49.6,13.6,483.0,3.8,0
49.6,14.1,520.0,0.6,0
49.6,14.1,520.0,8.1,0
49.6,14.1,520.0,5.8,0
49.6,14.1,520.0,11.8,0
49.6,14.1,520.0,21.0,0
49.6,14.1,520.0,20.0,0
49.6,14.1,520.0,23.6,0
49.6,14.1,520.0,27.7,0
49.6,14.1,520.0,26.6,0
49.6,14.1,520.0,26.5,1
49.6,14.1,520.0,16.3,1
49.6,14.1,520.0,26.6,0
49.6,14.1,520.0,16.6,0
49.6,14.1,520.0,17.8,0
49.6,14.1,520.0,5.1,0
49.6,14.1,520.0,8.1,0
49.6,14.1,520.0,5.9,1
49.6,14.1,520.0,-1.2,0
49.6,14.1,520.0,8.4,0
49.6,14.1,520.0,12.2,0
49.6,14.1,520.0,14.4,0
49.6,14.1,520.0,6.3,0
49.6,14.1,520.0,15.6,0
49.6,14.1,520.0,16.6,0
49.6,14.1,520.0,28.9,0
49.6,14.1,520.0,30.4,0
49.6,14.1,520.0,24.6,1
49.6,14.1,520.0,21.8,0
49.6,14.1,520.0,8.9,1
49.6,14.1,520.0,10.8,1
49.6,14.1,520.0,20.8,0
49.6,14.1,520.0,14.6,0
49.6,14.1,520.0,3.8,0
49.6,14.1,520.0,5.7,0
49.6,14.1,520.0,4.8,0
49.6,14.6,537.0,-0.1,0
49.6,14.6,537.0,6.9,0
49.6,14.6,537.0,5.0,0
49.6,14.6,537.0,11.1,0
49.6,14.6,537.0,4.2,1
49.6,14.6,537.0,17.0,0
49.6,14.6,537.0,20.2,0
49.6,14.6,537.0,23.3,0
49.6,14.6,537.0,22.8,0
49.6,14.6,537.0,15.5,1
49.6,14.6,537.0,28.9,0
49.6,14.6,537.0,15.6,1
49.6,14.6,537.0,25.5,0
49.6,14.6,537.0,15.1,0
49.6,14.6,537.0,17.5,0
49.6,14.6,537.0,6.2,0
49.6,14.6,537.0,8.7,0
49.6,14.6,537.0,5.3,1
49.6,14.6,537.0,-0.7,0
49.6,14.6,537.0,8.4,0
49.6,14.6,537.0,12.1,0
49.6,14.6,537.0,16.5,0
49.6,14.6,537.0,6.6,0
49.6,14.6,537.0,12.1,1
49.6,14.6,537.0,18.6,0
49.6,14.6,537.0,15.9,0
49.6,14.6,537.0,21.8,0
49.6,14.6,537.0,24.2,1
49.6,14.6,537.0,21.5,0
49.6,14.6,537.0,24.5,1
49.6,14.6,537.0,28.6,0
49.6,14.6,537.0,7.8,1
49.6,14.6,537.0,9.3,1
49.6,14.6,537.0,8.9,1
49.6,14.6,537.0,18.4,0
49.6,14.6,537.0,16.1,0
49.6,14.6,537.0,6.3,0
49.6,14.6,537.0,0.0,0
49.6,15.1,550.0,0.6,0
49.6,15.1,550.0,7.5,0
49.6,15.1,550.0,5.8,0
49.6,15.1,550.0,11.6,0
49.6,15.1,550.0,4.9,1
49.6,15.1,550.0,17.5,0
49.6,15.1,550.0,20.7,0
49.6,15.1,550.0,24.0,0
49.6,15.1,550.0,22.5,0
49.6,15.1,550.0,16.4,1
49.6,15.1,550.0,29.5,0
49.6,15.1,550.0,26.1,1
49.6,15.1,550.0,26.5,0
49.6,15.1,550.0,16.1,0
49.6,15.1,550.0,18.2,0
49.6,15.1,550.0,7.1,0
49.6,15.1,550.0,8.9,0
49.6,15.1,550.0,4.2,1
49.6,15.1,550.0,0.2,0
49.6,15.1,550.0,8.6,0
49.6,15.1,550.0,12.9,0
49.6,15.1,550.0,16.5,0
49.6,15.1,550.0,7.0,0
49.6,15.1,550.0,12.5,1
49.6,15.1,550.0,18.6,0
49.6,15.1,550.0,16.5,0
49.6,15.1,550.0,23.5,0
49.6,15.1,550.0,23.4,0
49.6,15.1,550.0,23.5,0
49.6,15.1,550.0,12.1,1
49.6,15.1,550.0,8.6,1
49.6,15.1,550.0,10.1,1
49.6,15.1,550.0,9.6,1
49.6,15.1,550.0,19.0,0
49.6,15.1,550.0,14.0,0
49.6,15.1,550.0,4.8,0
49.6,15.1,550.0,1.2,0
49.6,15.6,420.0,0.6,0
49.6,15.6,420.0,7.6,0
49.6,15.6,420.0,5.2,0
49.6,15.6,420.0,12.1,0
49.6,15.6,420.0,5.5,1
49.6,15.6,420.0,17.6,0
49.6,15.6,420.0,20.6,0
49.6,15.6,420.0,22.8,0
49.6,15.6,420.0,22.1,0
49.6,15.6,420.0,28.0,0
49.6,15.6,420.0,26.4,1
49.6,15.6,420.0,25.5,0
49.6,15.6,420.0,16.3,0
49.6,15.6,420.0,14.1,0
49.6,15.6,420.0,11.3,1
49.6,15.6,420.0,6.7,0
49.6,15.6,420.0,9.4,0
49.6,15.6,420.0,2.0,1
49.6,15.6,420.0,0.3,0
49.6,15.6,420.0,8.2,0
49.6,15.6,420.0,12.9,0
49.6,15.6,420.0,14.9,0
49.6,15.6,420.0,6.1,0
49.6,15.6,420.0,12.4,1
49.6,15.6,420.0,18.9,0
49.6,15.6,420.0,17.0,0
49.6,15.6,420.0,23.1,0
49.6,15.6,420.0,24.0,0
49.6,15.6,420.0,23.4,0
49.6,15.6,420.0,22.1,1
49.6,15.6,420.0,13.2,1
49.6,15.6,420.0,8.6,1
49.6,15.6,420.0,10.3,1
49.6,15.6,420.0,10.1,1
49.6,15.6,420.0,18.9,0
49.6,15.6,420.0,14.1,0
49.6,15.6,420.0,6.3,0
49.6,15.6,420.0,1.6,0
49.6,16.1,789.0,-1.3,0
49.6,16.1,789.0,5.0,0
49.6,16.1,789.0,2.9,0
49.6,16.1,789.0,9.9,0
49.6,16.1,789.0,4.8,1
49.6,16.1,789.0,15.8,0
49.6,16.1,789.0,19.1,0
49.6,16.1,789.0,20.7,0
49.6,16.1,789.0,19.6,0
49.6,16.1,789.0,13.1,1
49.6,16.1,789.0,25.5,0
49.6,16.1,789.0,22.6,0
49.6,16.1,789.0,13.9,0
49.6,16.1,789.0,10.4,0
49.6,16.1,789.0,9.0,1
49.6,16.1,789.0,4.4,0
49.6,16.1,789.0,7.0,0
49.6,16.1,789.0,-0.6,1
49.6,16.1,789.0,-2.0,0
49.6,16.1,789.0,5.5,0
49.6,16.1,789.0,11.0,0
49.6,16.1,789.0,12.2,0
49.6,16.1,789.0,4.1,0
49.6,16.1,789.0,11.0,1
49.6,16.1,789.0,16.4,0
49.6,16.1,789.0,14.9,0
49.6,16.1,789.0,21.2,0
49.6,16.1,789.0,23.7,1
49.6,16.1,789.0,19.4,0
49.6,16.1,789.0,23.9,1
49.6,16.1,789.0,25.9,0
49.6,16.1,789.0,11.3,1
49.6,16.1,789.0,7.2,1
49.6,16.1,789.0,9.3,1
49.6,16.1,789.0,9.3,1
49.6,16.1,789.0,15.3,0
49.6,16.1,789.0,12.5,0
49.6,16.1,789.0,4.9,0
49.6,16.1,789.0,-2.7,0
49.6,16.6,557.0,0.6,0
49.6,16.6,557.0,8.1,0
49.6,16.6,557.0,4.7,0
49.6,16.6,557.0,12.5,0
49.6,16.6,557.0,7.4,1
49.6,16.6,557.0,17.5,0
49.6,16.6,557.0,20.6,0
49.6,16.6,557.0,22.6,0
49.6,16.6,557.0,23.1,0
49.6,16.6,557.0,18.4,1
49.6,16.6,557.0,15.1,1
49.6,16.6,557.0,27.5,0
49.6,16.6,557.0,18.6,1
49.6,16.6,557.0,27.1,0
49.6,16.6,557.0,17.6,0
49.6,16.6,557.0,14.5,0
49.6,16.6,557.0,11.4,1
49.6,16.6,557.0,-0.6,0
49.6,16.6,557.0,5.8,1
49.6,16.6,557.0,4.2,0
49.6,16.6,557.0,1.0,1
49.6,16.6,557.0,-0.6,0
49.6,16.6,557.0,8.6,0
49.6,16.6,557.0,4.8,0
49.6,16.6,557.0,7.4,1
49.6,16.6,557.0,12.6,0
49.6,16.6,557.0,15.9,0
49.6,16.6,557.0,19.1,0
49.6,16.6,557.0,20.9,0
49.6,16.6,557.0,26.2,0
49.6,16.6,557.0,26.0,1
49.6,16.6,557.0,22.9,0
49.6,16.6,557.0,27.9,0
49.6,16.6,557.0,13.4,1
49.6,16.6,557.0,9.5,1
49.6,16.6,557.0,12.3,1
49.6,16.6,557.0,15.1,1
49.6,16.6,557.0,10.7,0
49.6,16.6,557.0,15.2,0
49.6,16.6,557.0,5.4,0
49.6,16.6,557.0,0.9,0
49.6,17.1,232.0,7.5,1
49.6,17.1,232.0,1.1,0
49.6,17.1,232.0,11.6,0
49.6,17.1,232.0,9.4,0
49.6,17.1,232.0,12.4,0
49.6,17.1,232.0,10.4,1
49.6,17.1,232.0,12.9,0
49.6,17.1,232.0,25.1,0
49.6,17.1,232.0,26.3,0
49.6,17.1,232.0,26.8,0
49.6,17.1,232.0,21.5,1
49.6,17.1,232.0,16.8,1
49.6,17.1,232.0,28.7,0
49.6,17.1,232.0,28.0,0
49.6,17.1,232.0,19.2,0
49.6,17.1,232.0,16.1,0
49.6,17.1,232.0,12.9,1
49.6,17.1,232.0,0.7,0
49.6,17.1,232.0,7.3,0
49.6,17.1,232.0,2.0,0
49.6,17.1,232.0,11.1,0
49.6,17.1,232.0,8.4,1
49.6,17.1,232.0,9.1,0
49.6,17.1,232.0,20.8,0
49.6,17.1,232.0,11.4,0
49.6,17.1,232.0,22.2,0
49.6,17.1,232.0,19.5,0
49.6,17.1,232.0,28.8,0
49.6,17.1,232.0,28.2,1
49.6,17.1,232.0,23.8,0
49.6,17.1,232.0,28.0,1
49.6,17.1,232.0,31.2,0
49.6,17.1,232.0,15.3,1
49.6,17.1,232.0,11.2,1
49.6,17.1,232.0,15.1,1
49.6,17.1,232.0,18.9,1
49.6,17.1,232.0,16.8,0
49.6,17.1,232.0,13.7,0
49.6,17.1,232.0,6.6,0
49.6,17.1,232.0,2.7,0
49.6,17.6,547.0,-0.0,0
49.6,17.6,547.0,7.0,0
49.6,17.6,547.0,4.5,0
49.6,17.6,547.0,11.0,0
49.6,17.6,547.0,18.0,0
49.6,17.6,547.0,18.4,0
49.6,17.6,547.0,24.2,1
49.6,17.6,547.0,23.7,0
49.6,17.6,547.0,22.6,0
49.6,17.6,547.0,18.8,1
49.6,17.6,547.0,15.1,1
49.6,17.6,547.0,27.4,0
49.6,17.6,547.0,24.9,0
49.6,17.6,547.0,15.5,0
49.6,17.6,547.0,15.2,0
49.6,17.6,547.0,11.0,1
49.6,17.6,547.0,-0.5,0
49.6,17.6,547.0,2.1,0
49.6,17.6,547.0,-0.4,0
49.6,17.6,547.0,5.9,0
49.6,17.6,547.0,12.5,0
49.6,17.6,547.0,13.3,0
49.6,17.6,547.0,7.4,0
49.6,17.6,547.0,18.5,0
49.6,17.6,547.0,23.3,1
49.6,17.6,547.0,21.8,1
49.6,17.6,547.0,20.1,1
49.6,17.6,547.0,21.4,0
49.6,17.6,547.0,19.4,1
49.6,17.6,547.0,26.2,1
49.6,17.6,547.0,28.1,1
49.6,17.6,547.0,23.8,0
49.6,17.6,547.0,25.3,0
49.6,17.6,547.0,25.2,0
49.6,17.6,547.0,14.8,1
49.6,17.6,547.0,11.5,1
49.6,17.6,547.0,14.1,1
49.6,17.6,547.0,16.4,1
49.6,17.6,547.0,11.2,0
49.6,17.6,547.0,13.4,0
49.6,17.6,547.0,4.7,0
49.6,17.6,547.0,-1.5,0
49.6,18.1,291.0,1.1,0
49.6,18.1,291.0,8.2,0
49.6,18.1,291.0,5.6,0
49.6,18.1,291.0,11.6,0
49.6,18.1,291.0,19.2,0
49.6,18.1,291.0,20.2,0
49.6,18.1,291.0,18.4,0
49.6,18.1,291.0,29.0,0
49.6,18.1,291.0,20.5,1
49.6,18.1,291.0,16.5,1
49.6,18.1,291.0,30.0,0
49.6,18.1,291.0,20.0,1
49.6,18.1,291.0,27.2,0
49.6,18.1,291.0,17.2,0
49.6,18.1,291.0,11.1,1
49.6,18.1,291.0,17.2,0
49.6,18.1,291.0,0.9,0
49.6,18.1,291.0,4.1,0
49.6,18.1,291.0,0.7,0
49.6,18.1,291.0,8.2,0
49.6,18.1,291.0,15.3,0
49.6,18.1,291.0,15.6,0
49.6,18.1,291.0,9.6,0
49.6,18.1,291.0,21.7,0
49.6,18.1,291.0,22.5,1
49.6,18.1,291.0,15.6,0
49.6,18.1,291.0,24.7,0
49.6,18.1,291.0,26.5,0
49.6,18.1,291.0,25.1,0
49.6,18.1,291.0,14.1,1
49.6,18.1,291.0,12.8,1
49.6,18.1,291.0,15.5,1
49.6,18.1,291.0,17.5,1
49.6,18.1,291.0,19.9,0
49.6,18.1,291.0,15.4,0
49.6,18.1,291.0,4.1,0
49.6,18.1,291.0,2.8,0
49.6,18.6,991.0,0.1,1
49.6,18.6,991.0,-3.0,0
49.6,18.6,991.0,3.9,0
49.6,18.6,991.0,5.6,0
49.6,18.6,991.0,10.1,0
49.6,18.6,991.0,13.0,0
49.6,18.6,991.0,16.4,0
49.6,18.6,991.0,18.2,0
49.6,18.6,991.0,18.7,0
49.6,18.6,991.0,18.2,1
49.6,18.6,991.0,13.4,1
49.6,18.6,991.0,25.0,0
49.6,18.6,991.0,25.0,1
49.6,18.6,991.0,17.1,1
49.6,18.6,991.0,23.0,0
49.6,18.6,991.0,14.0,1
49.6,18.6,991.0,11.7,0
49.6,18.6,991.0,7.9,1
49.6,18.6,991.0,8.2,0
49.6,18.6,991.0,-1.9,0
49.6,18.6,991.0,-4.7,1
49.6,18.6,991.0,2.7,0
49.6,18.6,991.0,2.2,0
49.6,18.6,991.0,4.5,0
49.6,18.6,991.0,5.1,0
49.6,18.6,991.0,8.0,1
49.6,18.6,991.0,10.3,0
49.6,18.6,991.0,15.9,0
49.6,18.6,991.0,16.0,0
49.6,18.6,991.0,11.9,1
49.6,18.6,991.0,22.3,0
49.6,18.6,991.0,20.3,1
49.6,18.6,991.0,21.7,0
49.6,18.6,991.0,22.4,0
49.6,18.6,991.0,19.6,1
49.6,18.6,991.0,25.5,0
49.6,18.6,991.0,9.1,1
49.6,18.6,991.0,11.8,1
49.6,18.6,991.0,13.3,1
49.6,18.6,991.0,11.3,0
49.6,18.6,991.0,11.5,0
49.6,18.6,991.0,3.0,0
49.6,18.6,991.0,-0.7,1
49.6,18.6,991.0,2.2,0
50.1,12.1,585.0,-0.6,0
50.1,12.1,585.0,7.1,0
50.1,12.1,585.0,5.7,0
50.1,12.1,585.0,12.4,0
50.1,12.1,585.0,20.5,0
50.1,12.1,585.0,18.8,0
50.1,12.1,585.0,22.1,0
50.1,12.1,585.0,25.6,0
50.1,12.1,585.0,23.8,0
50.1,12.1,585.0,25.0,0
50.1,12.1,585.0,23.0,0
50.1,12.1,585.0,9.4,0
50.1,12.1,585.0,6.6,0
50.1,12.1,585.0,4.1,0
50.1,12.1,585.0,5.7,1
50.1,12.1,585.0,5.3,1
50.1,12.1,585.0,6.5,1
50.1,12.1,585.0,-2.8,0
50.1,12.1,585.0,5.9,0
50.1,12.1,585.0,11.8,0
50.1,12.1,585.0,11.2,0
50.1,12.1,585.0,5.2,0
50.1,12.1,585.0,13.4,0
50.1,12.1,585.0,18.0,1
50.1,12.1,585.0,16.5,0
50.1,12.1,585.0,18.0,0
50.1,12.1,585.0,26.2,0
50.1,12.1,585.0,20.8,0
50.1,12.1,585.0,18.8,0
50.1,12.1,585.0,11.1,0
50.1,12.1,585.0,7.4,0
50.1,12.1,585.0,1.0,0
50.1,12.1,585.0,3.9,1
50.1,12.1,585.0,-0.3,0
50.1,12.6,580.0,-0.8,0
50.1,12.6,580.0,6.7,0
50.1,12.6,580.0,4.9,0
50.1,12.6,580.0,12.1,0
50.1,12.6,580.0,20.1,0
50.1,12.6,580.0,18.0,0
50.1,12.6,580.0,21.4,0
50.1,12.6,580.0,27.0,0
50.1,12.6,580.0,23.2,0
50.1,12.6,580.0,28.0,1
50.1,12.6,580.0,24.6,0
50.1,12.6,580.0,22.5,0
50.1,12.6,580.0,10.6,0
50.1,12.6,580.0,0.6,0
50.1,12.6,580.0,4.9,0
50.1,12.6,580.0,5.2,1
50.1,12.6,580.0,6.0,1
50.1,12.6,580.0,-2.7,0
50.1,12.6,580.0,5.8,0
50.1,12.6,580.0,11.1,0
50.1,12.6,580.0,10.8,0
50.1,12.6,580.0,4.7,0
50.1,12.6,580.0,13.6,0
50.1,12.6,580.0,18.5,1
